일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
2019-02-23 16:00,14.1,0,1.5,16,0
2019-02-23 17:00,13.9,0,1,17,0
2019-02-23 18:00,12.2,0,1.2,18,0
2019-02-23 19:00,9.9,0,1.1,25,0
2019-02-23 20:00,8.3,0,1.7,39,0
2019-02-23 21:00,7.1,0,1.1,39,0
2019-02-23 22:00,6.4,0,0.2,35,0
2019-02-23 23:00,5.5,0,0.8,36,0
2019-02-24 0:00,5.1,0,0.6,38,0
2019-02-24 1:00,4.2,0,0.4,36,0
2019-02-24 2:00,3.7,0,1.2,39,0
2019-02-24 3:00,3.4,0,0.3,44,0
2019-02-24 4:00,2.7,0,1.3,49,0
2019-02-24 5:00,1.9,0,0.7,50,0
2019-02-24 6:00,1.5,0,1.4,54,0
2019-02-24 7:00,1.3,0,0.7,55,0
2019-02-24 8:00,1.3,0,1.1,57,0
2019-02-24 9:00,2.8,0,1.1,47,0
2019-02-24 10:00,6.1,0,0.7,40,0
2019-02-24 11:00,9.3,0,2.1,37,0
2019-02-24 12:00,10.7,0,3.1,30,0
2019-02-24 13:00,12,0,3,26,0
2019-02-24 14:00,13,0,2.3,25,0
2019-02-24 15:00,13.7,0,3,22,0
2019-02-24 16:00,12.3,0,3,26,0
2019-02-24 17:00,11.8,0,2.7,25,0
2019-02-24 18:00,9.7,0,2.3,33,0
2019-02-24 19:00,7.5,0,2.8,41,0
2019-02-24 20:00,6.1,0,2.1,47,0
2019-02-24 21:00,5.1,0,2.4,53,0
2019-02-24 22:00,4.3,0,2.3,62,0
2019-02-24 23:00,3.8,0,1.4,73,0
2019-02-25 0:00,3.4,0,1.4,77,0
2019-02-25 1:00,3.1,0,1.9,85,0
2019-02-25 2:00,2.8,0,1.8,88,0
2019-02-25 3:00,2.8,0,1.7,87,0
2019-02-25 4:00,2.4,0,1.6,87,0
2019-02-25 5:00,2,0,0.7,87,0
2019-02-25 6:00,1.8,0,0.7,84,0
2019-02-25 7:00,1.5,0,1.8,85,0
2019-02-25 8:00,1.5,0,2.4,87,0
2019-02-25 9:00,1.7,0,2.1,85,0
2019-02-25 10:00,2.5,0,1.4,78,0
2019-02-25 11:00,4.5,0,2.7,65,0
2019-02-25 12:00,6.2,0,2.5,48,0
2019-02-25 13:00,7.6,0,3,42,0
2019-02-25 14:00,8.4,0,3.4,41,0
2019-02-25 15:00,9.6,0,3.8,28,0
2019-02-25 16:00,10,0,2.4,32,0
2019-02-25 17:00,9.8,0,2.4,32,0
2019-02-25 18:00,8.2,0,3.4,30,0
2019-02-25 19:00,6.9,0,3,35,0
2019-02-25 20:00,5.8,0,2.3,44,0
2019-02-25 21:00,5.1,0,2.7,46,0
2019-02-25 22:00,4.2,0,2.8,32,0
2019-02-25 23:00,3.1,0,2.7,36,0
2019-02-26 0:00,2.3,0,2.6,38,0
2019-02-26 1:00,1.3,0,1.2,42,0
2019-02-26 2:00,0.5,0,1.1,45,0
2019-02-26 3:00,0.3,0,2,44,0
2019-02-26 4:00,-0.1,0,1.6,42,0
2019-02-26 5:00,-0.7,0,0.6,47,0
2019-02-26 6:00,-1,0,1.4,44,0
2019-02-26 7:00,-1.5,0,1.4,49,0
2019-02-26 8:00,-1.1,0,1.5,50,0
2019-02-26 9:00,0.5,0,1,37,0
2019-02-26 10:00,4.2,0,1.1,29,0
2019-02-26 11:00,7,0,1.5,27,0
2019-02-26 12:00,8.3,0,1.5,21,0
2019-02-26 13:00,9.4,0,2.7,23,0
2019-02-26 14:00,10.4,0,2.3,18,0
2019-02-26 15:00,11.6,0,2.4,16,0
2019-02-26 16:00,11.4,0,2.2,18,0
2019-02-26 17:00,10.8,0,1.6,22,0
2019-02-26 18:00,8.8,0,2.8,24,0
2019-02-26 19:00,7.4,0,1.3,33,0
2019-02-26 20:00,7,0,1.6,33,0
2019-02-26 21:00,6.7,0,0.4,37,0
2019-02-26 22:00,6.4,0,0.6,36,0
2019-02-26 23:00,6.2,0,0.9,36,0
2019-02-27 0:00,6.1,0,0.7,39,0
2019-02-27 1:00,5.6,0,1.1,40,0
2019-02-27 2:00,5.4,0,0.3,39,0
2019-02-27 3:00,5.4,0,1.1,36,0
2019-02-27 4:00,5.2,0,0.6,35,0
2019-02-27 5:00,5.1,0,0.5,35,0
2019-02-27 6:00,5.2,0,0.9,33,0
2019-02-27 7:00,5.3,0,1.1,35,0
2019-02-27 8:00,4.7,0,1.3,39,0
2019-02-27 9:00,6.2,0,0.6,33,0
2019-02-27 10:00,9.1,0,1.9,38,0
2019-02-27 11:00,11.1,0,2,35,0
2019-02-27 12:00,11.6,0,1.4,32,0
2019-02-27 13:00,12.6,0,2.1,30,0
2019-02-27 14:00,14,0,1.7,26,0
2019-02-27 15:00,12.7,0,3.2,26,0
2019-02-27 16:00,13,0,2.6,26,0
2019-02-27 17:00,11.2,0,2.9,22,0
2019-02-27 18:00,9.7,0,1.9,23,0
2019-02-27 19:00,8.6,0,2.1,32,0
2019-02-27 20:00,7.3,0,2.7,33,0
2019-02-27 21:00,6.7,0,1.6,34,0
2019-02-27 22:00,6,0,1.7,34,0
2019-02-27 23:00,5.3,0,1.5,34,0
2019-02-28 0:00,4.9,0,0.8,33,0
2019-02-28 1:00,4.6,0,0.4,35,0
2019-02-28 2:00,3.7,0,1.9,43,0
2019-02-28 3:00,3.2,0,2.2,45,0
2019-02-28 4:00,2.9,0,1.2,46,0
2019-02-28 5:00,2.5,0,1,47,0
2019-02-28 6:00,2.1,0,1.1,49,0
2019-02-28 7:00,2,0,0.2,50,0
2019-02-28 8:00,2.4,0,0.4,47,0
2019-02-28 9:00,3.6,0,0.4,45,0
2019-02-28 10:00,6.2,0,0.9,39,0
2019-02-28 11:00,8.9,0,1.6,35,0
2019-02-28 12:00,10.4,0,1.3,29,0
2019-02-28 13:00,11.9,0,1.6,27,0
2019-02-28 14:00,12.2,0,3.4,27,0
2019-02-28 15:00,12.7,0,3.1,27,0
2019-02-28 16:00,12.4,0,3.4,26,0
2019-02-28 17:00,11.2,0,3.3,31,0
2019-02-28 18:00,9.6,0,3.1,36,0
2019-02-28 19:00,8.3,0,2.1,42,0
2019-02-28 20:00,6.6,0,3,38,0
2019-02-28 21:00,6.3,0,2.9,37,0
2019-02-28 22:00,6,0,2.7,42,0
2019-02-28 23:00,5.6,0,2.6,44,0
2019-03-01 0:00,4.6,0,2.1,48,0
2019-03-01 1:00,4,0,2.2,52,0
2019-03-01 2:00,3.4,0,0.6,54,0
2019-03-01 3:00,2.9,0,1.8,58,0
2019-03-01 4:00,2.4,0,1.7,58,0
2019-03-01 5:00,1.9,0,1.9,58,0
2019-03-01 6:00,1.6,0,2,57,0
2019-03-01 7:00,1.4,0,0.5,54,0
2019-03-01 8:00,1.5,0,0.6,55,0
2019-03-01 9:00,3.4,0,0.5,48,0
2019-03-01 10:00,6.7,0,1.1,44,0
2019-03-01 11:00,9.3,0,2.3,37,0
2019-03-01 12:00,10.8,0,1.3,30,0
2019-03-01 13:00,12,0,2.2,27,0
2019-03-01 14:00,12.5,0,3,26,0
2019-03-01 15:00,12.9,0,3.4,24,0
2019-03-01 16:00,12.5,0,3.4,29,0
2019-03-01 17:00,11.6,0,3.1,29,0
2019-03-01 18:00,10.1,0,2.3,31,0
2019-03-01 19:00,8.4,0,4,34,0
2019-03-01 20:00,7.3,0,2.4,39,0
2019-03-01 21:00,6.4,0,2.7,44,0
2019-03-01 22:00,7,0,2.8,35,0
2019-03-01 23:00,5.8,0,0.7,41,0
2019-03-02 0:00,4.8,0,0.6,46,0
2019-03-02 1:00,4.2,0,0.4,47,0
2019-03-02 2:00,3.6,0,1.6,51,0
2019-03-02 3:00,3.5,0,1.1,55,0
2019-03-02 4:00,2.6,0,0.6,59,0
2019-03-02 5:00,2.1,0,0.5,61,0
2019-03-02 6:00,1.8,0,0.3,58,0
2019-03-02 7:00,1.6,0,0.2,60,0
2019-03-02 8:00,1.6,0,1,58,0
2019-03-02 9:00,3.5,0,0.9,48,0
2019-03-02 10:00,6.8,0,1.2,39,0
2019-03-02 11:00,9.6,0,1,31,0
2019-03-02 12:00,11.7,0,1.3,26,0
2019-03-02 13:00,13.2,0,1.2,23,0
2019-03-02 14:00,14.2,0,0.8,21,0
2019-03-02 15:00,14.6,0,0.9,21,0
2019-03-02 16:00,14.3,0,1.1,21,0
2019-03-02 17:00,13.3,0,0.8,23,0
2019-03-02 18:00,12,0,3.1,28,0
2019-03-02 19:00,10.5,0,2.4,32,0
2019-03-02 20:00,9.6,0,1.2,33,0
2019-03-02 21:00,8.9,0,0.8,30,0
2019-03-02 22:00,8.1,0,1.1,30,0
2019-03-02 23:00,7.2,0,1.5,35,0
2019-03-03 0:00,6.7,0,1,35,0
2019-03-03 1:00,5.9,0,0.9,38,0
2019-03-03 2:00,5.1,0,0.6,42,0
2019-03-03 3:00,5,0,0.7,42,0
2019-03-03 4:00,4.9,0,0.6,43,0
2019-03-03 5:00,4,0,0.6,48,0
2019-03-03 6:00,3.5,0,0.5,49,0
2019-03-03 7:00,2.9,0,1.1,52,0
2019-03-03 8:00,2.6,0,1.1,50,0
2019-03-03 9:00,4.5,0,0.6,37,0
2019-03-03 10:00,8.2,0,0.9,30,0
2019-03-03 11:00,11.5,0,0.7,23,0
2019-03-03 12:00,14,0,2.1,21,0
2019-03-03 13:00,15.3,0,2.5,17,0
2019-03-03 14:00,15.2,0,2.1,16,0
2019-03-03 15:00,15.7,0,2.9,18,0
2019-03-03 16:00,14.9,0,2.3,21,0
2019-03-03 17:00,14,0,1.6,24,0
2019-03-03 18:00,13,0,2.4,30,0
2019-03-03 19:00,11.9,0,3.2,34,0
2019-03-03 20:00,11.3,0,2.5,37,0
2019-03-03 21:00,10.6,0,2.2,44,0
2019-03-03 22:00,10.1,0,1.4,44,0
2019-03-03 23:00,9.4,0,2,47,0
2019-03-04 0:00,8.8,0,1.7,50,0
2019-03-04 1:00,8,0,1.1,53,0
2019-03-04 2:00,7.6,0,1.3,54,0
2019-03-04 3:00,7.5,0,1.2,55,0
2019-03-04 4:00,7,0,1.6,57,0
2019-03-04 5:00,6.5,0,1.2,59,0
2019-03-04 6:00,6,0,0.8,60,0
2019-03-04 7:00,5.2,0,1.1,63,0
2019-03-04 8:00,5.5,0,0.5,59,0
2019-03-04 9:00,6.8,0,1.2,43,0
2019-03-04 10:00,9.9,0,0.8,33,0
2019-03-04 11:00,11.9,0,0.9,29,0
2019-03-04 12:00,14.2,0,1.8,28,0
2019-03-04 13:00,15.3,0,2.1,24,0
2019-03-04 14:00,15.4,0,2.9,25,0
2019-03-04 15:00,16.1,0,2.3,20,0
2019-03-04 16:00,15.7,0,3,24,0
2019-03-04 17:00,14.4,0,4.7,26,0
2019-03-04 18:00,12.7,0,3,36,0
2019-03-04 19:00,10.9,0,2.2,39,0
2019-03-04 20:00,10,0,2.3,48,0
2019-03-04 21:00,9.2,0,2.2,52,0
2019-03-04 22:00,8.3,0,1.7,60,0
2019-03-04 23:00,7.3,0,2.4,69,0
2019-03-05 0:00,6.5,0,2,75,0
2019-03-05 1:00,5.9,0,2.3,80,0
2019-03-05 2:00,5.7,0,2.5,80,0
2019-03-05 3:00,5.6,0,1.9,80,0
2019-03-05 4:00,5.7,0,2,81,0
2019-03-05 5:00,5.9,0,2.6,80,0
2019-03-05 6:00,5.9,0,2,80,0
2019-03-05 7:00,5.7,0,0.8,79,0
2019-03-05 8:00,6.2,0,2,76,0
2019-03-05 9:00,6.6,0,1.2,76,0
2019-03-05 10:00,7.5,0,1.5,71,0
2019-03-05 11:00,8.6,0,1,64,0
2019-03-05 12:00,10.8,0,1.7,54,0
2019-03-05 13:00,12,0,1.8,49,0
2019-03-05 14:00,12.8,0,2.2,43,0
2019-03-05 15:00,12.7,0,2.2,44,0
2019-03-05 16:00,12.4,0,2.5,45,0
2019-03-05 17:00,11.1,0,3.5,52,0
2019-03-05 18:00,9.7,0,2.1,64,0
2019-03-05 19:00,8.8,0,1.5,58,0
2019-03-05 20:00,8.3,0,1.7,63,0
2019-03-05 21:00,7.9,0,1.7,66,0
2019-03-05 22:00,7.9,0,1.7,66,0
2019-03-05 23:00,7.7,0,1.7,68,0
2019-03-06 0:00,7.6,0,0.9,66,0
2019-03-06 1:00,7.5,0,0.6,62,0
2019-03-06 2:00,7.1,0,0.5,56,0
2019-03-06 3:00,7,0,0.6,51,0
2019-03-06 4:00,7.1,0,0.9,50,0
2019-03-06 5:00,6.8,0,1.1,54,0
2019-03-06 6:00,6.6,0,1.3,55,0
2019-03-06 7:00,6,0,0.8,59,0
2019-03-06 8:00,5.7,0,0.6,61,0
2019-03-06 9:00,7,0,1.4,52,0
2019-03-06 10:00,8.4,0,2.5,56,0
2019-03-06 11:00,9.1,0,1.8,55,0
2019-03-06 12:00,10.5,0,2.9,50,0
2019-03-06 13:00,10.7,0,2.6,51,0
2019-03-06 14:00,9.9,0,2.3,57,0
2019-03-06 15:00,11.5,0,2.5,48,0
2019-03-06 16:00,12.3,0,3.3,43,0
2019-03-06 17:00,12,0,3.2,46,0
2019-03-06 18:00,10.6,0,2.7,52,0
2019-03-06 19:00,9.5,0,2.1,59,0
2019-03-06 20:00,8.5,0,1.4,63,0
2019-03-06 21:00,7.8,0,2.8,66,0
2019-03-06 22:00,7.4,0,3.8,67,0
2019-03-06 23:00,6.7,0,2.9,67,0
2019-03-07 0:00,6.3,0,2.7,66,0
2019-03-07 1:00,5.5,0,1.6,68,0
2019-03-07 2:00,5.3,0,0.5,70,0
2019-03-07 3:00,4.7,0,0.2,70,0
2019-03-07 4:00,4.2,0,1.2,72,0
2019-03-07 5:00,3.7,0,0.9,72,0
2019-03-07 6:00,3.5,0,1.8,74,0
2019-03-07 7:00,3.4,0,1.4,75,0
2019-03-07 8:00,3.5,0,1.5,74,0
2019-03-07 9:00,5,0,1.4,64,0
2019-03-07 10:00,8,0,1.3,51,0
2019-03-07 11:00,8.9,0,2.2,49,0
2019-03-07 12:00,10.3,0,3.1,41,0
2019-03-07 13:00,11.5,0,3.4,36,0
2019-03-07 14:00,11.7,0,3.8,35,0
2019-03-07 15:00,12.7,0,3.2,32,0
2019-03-07 16:00,12.5,0,3,27,0
2019-03-07 17:00,11.7,0,3.7,40,0
2019-03-07 18:00,9.7,0,3.8,40,0
2019-03-07 19:00,8.1,0,3.3,39,0
2019-03-07 20:00,7.2,0,4.3,42,0
2019-03-07 21:00,6.4,0,3,46,0
2019-03-07 22:00,5.8,0,1.2,39,0
2019-03-07 23:00,5.1,0,2.1,39,0
2019-03-08 0:00,4,0,1.4,42,0
2019-03-08 1:00,3.3,0,2.3,44,0
2019-03-08 2:00,2.9,0,1.7,44,0
2019-03-08 3:00,2.6,0,1.7,40,0
2019-03-08 4:00,2,0,1,43,0
2019-03-08 5:00,1.3,0,0.7,45,0
2019-03-08 6:00,1.1,0,0.5,47,0
2019-03-08 7:00,0.7,0,0.6,53,0
2019-03-08 8:00,1.1,0,1.2,58,0
2019-03-08 9:00,3.5,0,1.5,54,0
2019-03-08 10:00,6.5,0,1.9,39,0
2019-03-08 11:00,9.1,0,2.1,32,0
2019-03-08 12:00,10.7,0,2.5,28,0
2019-03-08 13:00,11.9,0,4.1,25,0
2019-03-08 14:00,13.1,0,1.8,21,0
2019-03-08 15:00,12.8,0,3.4,22,0
2019-03-08 16:00,12.1,0,3.2,19,0
2019-03-08 17:00,11.3,0,4.1,19,0
2019-03-08 18:00,9.9,0,2.7,34,0
2019-03-08 19:00,7.7,0,2.5,30,0
2019-03-08 20:00,6.2,0,2.1,35,0
2019-03-08 21:00,5.2,0,2.4,42,0
2019-03-08 22:00,4.1,0,1.1,45,0
2019-03-08 23:00,3.4,0,1.4,42,0
2019-03-09 0:00,2.6,0,1.3,48,0
2019-03-09 1:00,2.2,0,1.5,50,0
2019-03-09 2:00,1.9,0,2.1,48,0
2019-03-09 3:00,1.2,0,0.6,60,0
2019-03-09 4:00,0.8,0,0.9,56,0
2019-03-09 5:00,0.3,0,0.7,44,0
2019-03-09 6:00,0,0,1.2,50,0
2019-03-09 7:00,-0.3,0,0.9,47,0
2019-03-09 8:00,0.3,0,1.1,44,0
2019-03-09 9:00,3.3,0,1.4,38,0
2019-03-09 10:00,5.7,0,1.1,31,0
2019-03-09 11:00,8.2,0,1,28,0
2019-03-09 12:00,10.8,0,1.6,22,0
2019-03-09 13:00,11.8,0,2.5,20,0
2019-03-09 14:00,12.2,0,2.5,17,0
2019-03-09 15:00,14,0,1.4,15,0
2019-03-09 16:00,14.3,0,2.8,13,0
2019-03-09 17:00,14.2,0,2.6,10,0
2019-03-09 18:00,12.1,0,2.9,13,0
2019-03-09 19:00,10.4,0,0.5,20,0
2019-03-09 20:00,9.8,0,1.4,27,0
2019-03-09 21:00,8.9,0,2.1,29,0
2019-03-09 22:00,8,0,0.7,30,0
2019-03-09 23:00,7.5,0,0.3,29,0
2019-03-10 0:00,7.3,0,0.4,27,0
2019-03-10 1:00,7.2,0,1.1,27,0
2019-03-10 2:00,6.9,0,0.4,25,0
2019-03-10 3:00,7,0,0.5,27,0
2019-03-10 4:00,6.8,0,0.9,28,0
2019-03-10 5:00,6.9,0,1.1,27,0
2019-03-10 6:00,7,0,0.9,26,0
2019-03-10 7:00,6.9,0,1,26,0
2019-03-10 8:00,6.8,0,0.8,26,0
2019-03-10 9:00,8.2,0,0.8,22,0
2019-03-10 10:00,9.6,0,1,20,0
2019-03-10 11:00,11.1,0,1,15,0
2019-03-10 12:00,12.7,0,2,13,0
2019-03-10 13:00,14,0,1.8,12,0
2019-03-10 14:00,15.2,0,1.5,13,0
2019-03-10 15:00,15.1,0,1.2,14,0
2019-03-10 16:00,15.1,0,1.1,14,0
2019-03-10 17:00,14.5,0,1.3,16,0
2019-03-10 18:00,14,0,1.6,20,0
2019-03-10 19:00,12.9,0,2.4,32,0
2019-03-10 20:00,11,0,1.3,38,0
2019-03-10 21:00,9.8,0,1.3,41,0
2019-03-10 22:00,8.6,0,1.2,44,0
2019-03-10 23:00,7.7,0,1.5,48,0
2019-03-11 0:00,7.1,0,0.2,48,0
2019-03-11 1:00,6.2,0,0.7,52,0
2019-03-11 2:00,5.5,0,0.7,55,0
2019-03-11 3:00,5.2,0,0.6,57,0
2019-03-11 4:00,4.7,0,0.4,58,0
2019-03-11 5:00,4.2,0,0.3,59,0
2019-03-11 6:00,3.9,0,0.4,62,0
2019-03-11 7:00,3.6,0,1.1,63,0
2019-03-11 8:00,3.6,0,0.2,60,0
2019-03-11 9:00,5.7,0,1,54,0
2019-03-11 10:00,7.8,0,2.1,51,0
2019-03-11 11:00,8.6,0,3,47,0
2019-03-11 12:00,9.3,0,2.3,47,0
2019-03-11 13:00,9.3,0,2.5,41,0
2019-03-11 14:00,9.8,0,2.3,44,0
2019-03-11 15:00,9.8,0,2.3,43,0
2019-03-11 16:00,8.9,0,3,52,0
2019-03-11 17:00,8.1,0,3.2,62,0
2019-03-11 18:00,7.8,0,2.8,68,0
2019-03-11 19:00,7.1,0,3.1,75,0
2019-03-11 20:00,6.6,0,2.2,77,0
2019-03-11 21:00,6.4,0,3.4,74,0
2019-03-11 22:00,6.1,0,2.4,72,0
2019-03-11 23:00,5.2,0,1.8,77,0
2019-03-12 0:00,4.5,0,2.3,83,0
2019-03-12 1:00,4,0,1.7,86,0
2019-03-12 2:00,3.7,0,1.3,86,0
2019-03-12 3:00,3.6,0,2.2,82,0
2019-03-12 4:00,4,0,2.1,85,0
2019-03-12 5:00,4.3,0,2.5,82,0
2019-03-12 6:00,4.3,0,1.7,77,0
2019-03-12 7:00,4.3,0,1.3,76,0
2019-03-12 8:00,4.9,0,2.2,78,0
2019-03-12 9:00,5,0,2.7,82,0
2019-03-12 10:00,5.6,0,1.5,79,0
2019-03-12 11:00,6.1,0,2.8,79,0
2019-03-12 12:00,5.8,0,1.9,83,0
2019-03-12 13:00,7.6,0,3.1,46,0
2019-03-12 14:00,7.2,0,3.6,46,0
2019-03-12 15:00,5.8,0,4.1,32,0
2019-03-12 16:00,5.4,0,3.8,23,0
2019-03-12 17:00,5.4,0,3.7,23,0
2019-03-12 18:00,5.3,0,3,23,0
2019-03-12 19:00,3.7,0,4.5,29,0
2019-03-12 20:00,2.5,0,4.9,29,0
2019-03-12 21:00,1.4,0,3.9,27,0
2019-03-12 22:00,0.7,0,2.5,30,0
2019-03-12 23:00,0.2,0,2.9,30,0
2019-03-13 0:00,-0.3,0,1.3,35,0
2019-03-13 1:00,-0.3,0,2,37,0
2019-03-13 2:00,-0.1,0,2.6,35,0
2019-03-13 3:00,-0.3,0,1.7,37,0
2019-03-13 4:00,-0.2,0,1.6,41,0
2019-03-13 5:00,0.1,0,1.5,44,0
2019-03-13 6:00,0.1,0,2.3,46,0
2019-03-13 7:00,0.1,0,2.2,51,0
2019-03-13 8:00,1.3,0,3.4,52,0
2019-03-13 9:00,3.1,0,3.1,53,0
2019-03-13 10:00,4,0,3.9,40,0
2019-03-13 11:00,5.8,0,5.6,27,0
2019-03-13 12:00,6.7,0,3.9,23,0
2019-03-13 13:00,7.5,0,5,20,0
2019-03-13 14:00,6.9,0,7,15,0
2019-03-13 15:00,8.3,0,3.6,20,0
2019-03-13 16:00,8.2,0,3.8,23,0
2019-03-13 17:00,7.2,0,4.5,25,0
2019-03-13 18:00,5.8,0,4.1,30,0
2019-03-13 19:00,4.1,0,3.5,37,0
